,strata,country,age_gender,employed,tertiary,population,pop_country
876,12,Malta,3,1,1,14314,446794
877,13,Malta,4,2,2,2215,446794
878,14,Malta,4,2,1,411,446794
879,15,Malta,4,1,2,23309,446794
880,16,Malta,4,1,1,8074,446794
881,17,Malta,5,2,2,9530,446794
882,18,Malta,5,2,1,1092,446794
883,19,Malta,5,1,2,16673,446794
884,20,Malta,5,1,1,3449,446794
885,21,Malta,6,2,2,37807,446794
886,22,Malta,6,2,1,2994,446794
887,23,Malta,6,1,2,4179,446794
888,24,Malta,6,1,1,1173,446794
889,25,Malta,7,2,2,9437,446794
890,26,Malta,7,2,1,929,446794
891,27,Malta,7,1,2,8313,446794
892,28,Malta,7,1,1,3163,446794
893,29,Malta,8,2,2,4031,446794
894,30,Malta,8,2,1,1603,446794
895,31,Malta,8,1,2,17624,446794
896,32,Malta,8,1,1,18926,446794
897,33,Malta,9,2,2,5180,446794
898,34,Malta,9,2,1,1821,446794
899,35,Malta,9,1,2,16318,446794
900,36,Malta,9,1,1,14502,446794
901,37,Malta,10,2,2,6295,446794
902,38,Malta,10,2,1,847,446794
903,39,Malta,10,1,2,15868,446794
904,40,Malta,10,1,1,6818,446794
905,41,Malta,11,2,2,15693,446794
906,42,Malta,11,2,1,957,446794
907,43,Malta,11,1,2,10104,446794
908,44,Malta,11,1,1,2808,446794
909,45,Malta,12,2,2,49348,446794
910,46,Malta,12,2,1,2773,446794
911,47,Malta,12,1,2,1495,446794
912,48,Malta,12,1,1,310,446794
913,1,Netherlands,1,2,2,215881,14685486
914,2,Netherlands,1,2,1,27138,14685486
915,3,Netherlands,1,1,2,660332,14685486
916,4,Netherlands,1,1,1,96879,14685486
917,5,Netherlands,2,2,2,80998,14685486
918,6,Netherlands,2,2,1,36573,14685486
919,7,Netherlands,2,1,2,509926,14685486
920,8,Netherlands,2,1,1,532394,14685486
921,9,Netherlands,3,2,2,67704,14685486
922,10,Netherlands,3,2,1,18998,14685486
923,11,Netherlands,3,1,2,501791,14685486
924,12,Netherlands,3,1,1,473036,14685486
925,13,Netherlands,4,2,2,92766,14685486
926,14,Netherlands,4,2,1,26550,14685486
927,15,Netherlands,4,1,2,619011,14685486
928,16,Netherlands,4,1,1,444881,14685486
929,17,Netherlands,5,2,2,184311,14685486
930,18,Netherlands,5,2,1,60921,14685486
931,19,Netherlands,5,1,2,615796,14685486
932,20,Netherlands,5,1,1,351120,14685486
933,21,Netherlands,6,2,2,1018328,14685486
934,22,Netherlands,6,2,1,378830,14685486
935,23,Netherlands,6,1,2,154313,14685486
936,24,Netherlands,6,1,1,88339,14685486
937,25,Netherlands,7,2,2,215325,14685486
938,26,Netherlands,7,2,1,22935,14685486
939,27,Netherlands,7,1,2,593134,14685486
940,28,Netherlands,7,1,1,133892,14685486
941,29,Netherlands,8,2,2,107621,14685486
942,30,Netherlands,8,2,1,61355,14685486
943,31,Netherlands,8,1,2,361205,14685486
944,32,Netherlands,8,1,1,592913,14685486
945,33,Netherlands,9,2,2,125633,14685486
946,34,Netherlands,9,2,1,60468,14685486
947,35,Netherlands,9,1,2,390579,14685486
948,36,Netherlands,9,1,1,477810,14685486
949,37,Netherlands,10,2,2,164027,14685486
950,38,Netherlands,10,2,1,45514,14685486
951,39,Netherlands,10,1,2,564688,14685486
952,40,Netherlands,10,1,1,414087,14685486
953,41,Netherlands,11,2,2,328580,14685486
954,42,Netherlands,11,2,1,84534,14685486
955,43,Netherlands,11,1,2,525247,14685486
956,44,Netherlands,11,1,1,273482,14685486
957,45,Netherlands,12,2,2,1435657,14685486
958,46,Netherlands,12,2,1,322330,14685486
959,47,Netherlands,12,1,2,90069,14685486
960,48,Netherlands,12,1,1,37587,14685486
961,1,Poland,1,2,2,1129478,31461912
962,2,Poland,1,2,1,24799,31461912
963,3,Poland,1,1,2,510125,31461912
964,4,Poland,1,1,1,31523,31461912
965,5,Poland,2,2,2,217112,31461912
966,6,Poland,2,2,1,39661,31461912
967,7,Poland,2,1,2,1539253,31461912
968,8,Poland,2,1,1,759742,31461912
969,9,Poland,3,2,2,217218,31461912
970,10,Poland,3,2,1,26433,31461912
971,11,Poland,3,1,2,1714239,31461912
972,12,Poland,3,1,1,1142117,31461912
973,13,Poland,4,2,2,300090,31461912
974,14,Poland,4,2,1,32223,31461912
975,15,Poland,4,1,2,1670452,31461912
976,16,Poland,4,1,1,505066,31461912
977,17,Poland,5,2,2,641841,31461912
978,18,Poland,5,2,1,46975,31461912
979,19,Poland,5,1,2,1316658,31461912
980,20,Poland,5,1,1,282691,31461912
981,21,Poland,6,2,2,2233601,31461912
982,22,Poland,6,2,1,376242,31461912
983,23,Poland,6,1,2,172488,31461912
984,24,Poland,6,1,1,101420,31461912
985,25,Poland,7,2,2,1190631,31461912
986,26,Poland,7,2,1,49371,31461912
987,27,Poland,7,1,2,323128,31461912
988,28,Poland,7,1,1,55276,31461912
989,29,Poland,8,2,2,428972,31461912
990,30,Poland,8,2,1,134048,31461912
991,31,Poland,8,1,2,777515,31461912
992,32,Poland,8,1,1,1122471,31461912
993,33,Poland,9,2,2,380690,31461912
994,34,Poland,9,2,1,123224,31461912
995,35,Poland,9,1,2,1021674,31461912
996,36,Poland,9,1,1,1490312,31461912
997,37,Poland,10,2,2,404884,31461912
998,38,Poland,10,2,1,40585,31461912
999,39,Poland,10,1,2,1275730,31461912
1000,40,Poland,10,1,1,789116,31461912
1001,41,Poland,11,2,2,1182412,31461912
1002,42,Poland,11,2,1,155576,31461912
1003,43,Poland,11,1,2,796896,31461912
1004,44,Poland,11,1,1,363475,31461912
1005,45,Poland,12,2,2,3567754,31461912
1006,46,Poland,12,2,1,587399,31461912
1007,47,Poland,12,1,2,104203,31461912
1008,48,Poland,12,1,1,65123,31461912
1009,1,Portugal,1,2,2,335517,8925421
1010,2,Portugal,1,2,1,29778,8925421
1011,3,Portugal,1,1,2,110984,8925421
1012,4,Portugal,1,1,1,25751,8925421
1013,5,Portugal,2,2,2,64428,8925421
1014,6,Portugal,2,2,1,32328,8925421
1015,7,Portugal,2,1,2,297567,8925421
1016,8,Portugal,2,1,1,158941,8925421
1017,9,Portugal,3,2,2,56312,8925421
1018,10,Portugal,3,2,1,4533,8925421
1019,11,Portugal,3,1,2,430098,8925421
1020,12,Portugal,3,1,1,173585,8925421
1021,13,Portugal,4,2,2,63079,8925421
1022,14,Portugal,4,2,1,4923,8925421
1023,15,Portugal,4,1,2,519012,8925421
1024,16,Portugal,4,1,1,156456,8925421
1025,17,Portugal,5,2,2,185806,8925421
1026,18,Portugal,5,2,1,13220,8925421
1027,19,Portugal,5,1,2,395394,8925421
1028,20,Portugal,5,1,1,85780,8925421
1029,21,Portugal,6,2,2,843857,8925421
1030,22,Portugal,6,2,1,66398,8925421
1031,23,Portugal,6,1,2,105743,8925421
1032,24,Portugal,6,1,1,32200,8925421
1033,25,Portugal,7,2,2,318078,8925421
1034,26,Portugal,7,2,1,51507,8925421
1035,27,Portugal,7,1,2,69281,8925421
1036,28,Portugal,7,1,1,41424,8925421
1037,29,Portugal,8,2,2,63543,8925421
1038,30,Portugal,8,2,1,38212,8925421
1039,31,Portugal,8,1,2,184616,8925421
1040,32,Portugal,8,1,1,264853,8925421
1041,33,Portugal,9,2,2,72353,8925421
1042,34,Portugal,9,2,1,14082,8925421
1043,35,Portugal,9,1,2,333058,8925421
1044,36,Portugal,9,1,1,289809,8925421
1045,37,Portugal,10,2,2,126431,8925421
1046,38,Portugal,10,2,1,12735,8925421
1047,39,Portugal,10,1,2,436263,8925421
1048,40,Portugal,10,1,1,239424,8925421
1049,41,Portugal,11,2,2,279573,8925421
1050,42,Portugal,11,2,1,21271,8925421
1051,43,Portugal,11,1,2,339680,8925421
1052,44,Portugal,11,1,1,135994,8925421
1053,45,Portugal,12,2,2,1190325,8925421
1054,46,Portugal,12,2,1,129733,8925421
1055,47,Portugal,12,1,2,64304,8925421
1056,48,Portugal,12,1,1,17183,8925421
1057,1,Romania,1,2,2,670360,15735980
1058,2,Romania,1,2,1,14767,15735980
1059,3,Romania,1,1,2,209380,15735980
1060,4,Romania,1,1,1,16040,15735980
1061,5,Romania,2,2,2,150938,15735980
1062,6,Romania,2,2,1,17553,15735980
1063,7,Romania,2,1,2,745072,15735980
1064,8,Romania,2,1,1,215529,15735980
1065,9,Romania,3,2,2,142759,15735980
1066,10,Romania,3,2,1,8243,15735980
1067,11,Romania,3,1,2,928219,15735980
1068,12,Romania,3,1,1,305714,15735980
1069,13,Romania,4,2,2,217078,15735980
1070,14,Romania,4,2,1,13454,15735980
1071,15,Romania,4,1,2,1131902,15735980
1072,16,Romania,4,1,1,219943,15735980
1073,17,Romania,5,2,2,407589,15735980
1074,18,Romania,5,2,1,28657,15735980
1075,19,Romania,5,1,2,541571,15735980
1076,20,Romania,5,1,1,75220,15735980
1077,21,Romania,6,2,2,1321655,15735980
1078,22,Romania,6,2,1,112777,15735980
1079,23,Romania,6,1,2,40423,15735980
1080,24,Romania,6,1,1,5837,15735980
1081,25,Romania,7,2,2,720683,15735980
1082,26,Romania,7,2,1,20572,15735980
1083,27,Romania,7,1,2,106462,15735980
1084,28,Romania,7,1,1,17328,15735980
1085,29,Romania,8,2,2,349518,15735980
1086,30,Romania,8,2,1,35909,15735980
1087,31,Romania,8,1,2,434699,15735980
1088,32,Romania,8,1,1,253500,15735980
1089,33,Romania,9,2,2,341288,15735980
1090,34,Romania,9,2,1,23767,15735980
1091,35,Romania,9,1,2,587116,15735980
1092,36,Romania,9,1,1,357482,15735980
1093,37,Romania,10,2,2,437230,15735980
1094,38,Romania,10,2,1,12480,15735980
1095,39,Romania,10,1,2,845629,15735980
1096,40,Romania,10,1,1,252273,15735980
1097,41,Romania,11,2,2,688393,15735980
1098,42,Romania,11,2,1,40622,15735980
1099,43,Romania,11,1,2,356841,15735980
1100,44,Romania,11,1,1,87878,15735980
1101,45,Romania,12,2,2,2088579,15735980
1102,46,Romania,12,2,1,105174,15735980
1103,47,Romania,12,1,2,28443,15735980
1104,48,Romania,12,1,1,3434,15735980
1105,1,Slovakia,1,2,2,173087,4508792
1106,2,Slovakia,1,2,1,8508,4508792
1107,3,Slovakia,1,1,2,62984,4508792
1108,4,Slovakia,1,1,1,2819,4508792
1109,5,Slovakia,2,2,2,41561,4508792
1110,6,Slovakia,2,2,1,10333,4508792
1111,7,Slovakia,2,1,2,224608,4508792
1112,8,Slovakia,2,1,1,94331,4508792
1113,9,Slovakia,3,2,2,43484,4508792
1114,10,Slovakia,3,2,1,3418,4508792
1115,11,Slovakia,3,1,2,297194,4508792
1116,12,Slovakia,3,1,1,108006,4508792
1117,13,Slovakia,4,2,2,42143,4508792
1118,14,Slovakia,4,2,1,3162,4508792
1119,15,Slovakia,4,1,2,277799,4508792
1120,16,Slovakia,4,1,1,71795,4508792
1121,17,Slovakia,5,2,2,99560,4508792
1122,18,Slovakia,5,2,1,14572,4508792
1123,19,Slovakia,5,1,2,177949,4508792
1124,20,Slovakia,5,1,1,46858,4508792
1125,21,Slovakia,6,2,2,293939,4508792
1126,22,Slovakia,6,2,1,62614,4508792
1127,23,Slovakia,6,1,2,12351,4508792
1128,24,Slovakia,6,1,1,10807,4508792
1129,25,Slovakia,7,2,2,182970,4508792
1130,26,Slovakia,7,2,1,15199,4508792
1131,27,Slovakia,7,1,2,30853,4508792
1132,28,Slovakia,7,1,1,6412,4508792
1133,29,Slovakia,8,2,2,53656,4508792
1134,30,Slovakia,8,2,1,34607,4508792
1135,31,Slovakia,8,1,2,117913,4508792
1136,32,Slovakia,8,1,1,147964,4508792
1137,33,Slovakia,9,2,2,63671,4508792
1138,34,Slovakia,9,2,1,11544,4508792
1139,35,Slovakia,9,1,2,202549,4508792
1140,36,Slovakia,9,1,1,146060,4508792
1141,37,Slovakia,10,2,2,53895,4508792
1142,38,Slovakia,10,2,1,4500,4508792
1143,39,Slovakia,10,1,2,229114,4508792
1144,40,Slovakia,10,1,1,96294,4508792
1145,41,Slovakia,11,2,2,126099,4508792
1146,42,Slovakia,11,2,1,12562,4508792
1147,43,Slovakia,11,1,2,165933,4508792
1148,44,Slovakia,11,1,1,57869,4508792
1149,45,Slovakia,12,2,2,486299,4508792
1150,46,Slovakia,12,2,1,56929,4508792
1151,47,Slovakia,12,1,2,12567,4508792
1152,48,Slovakia,12,1,1,9451,4508792
1153,1,Slovenia,1,2,2,57376,1769104
1154,2,Slovenia,1,2,1,2788,1769104
1155,3,Slovenia,1,1,2,28726,1769104
1156,4,Slovenia,1,1,1,3863,1769104
1157,5,Slovenia,2,2,2,9801,1769104
1158,6,Slovenia,2,2,1,4928,1769104
1159,7,Slovenia,2,1,2,71280,1769104
1160,8,Slovenia,2,1,1,43032,1769104
1161,9,Slovenia,3,2,2,8806,1769104
1162,10,Slovenia,3,2,1,2268,1769104
1163,11,Slovenia,3,1,2,90684,1769104
1164,12,Slovenia,3,1,1,61012,1769104
1165,13,Slovenia,4,2,2,8841,1769104
1166,14,Slovenia,4,2,1,1602,1769104
1167,15,Slovenia,4,1,2,96405,1769104
1168,16,Slovenia,4,1,1,50143,1769104
1169,17,Slovenia,5,2,2,54481,1769104
1170,18,Slovenia,5,2,1,8014,1769104
1171,19,Slovenia,5,1,2,56760,1769104
1172,20,Slovenia,5,1,1,29288,1769104
1173,21,Slovenia,6,2,2,140843,1769104
1174,22,Slovenia,6,2,1,39455,1769104
1175,23,Slovenia,6,1,2,7847,1769104
1176,24,Slovenia,6,1,1,5229,1769104
1177,25,Slovenia,7,2,2,56367,1769104
1178,26,Slovenia,7,2,1,3534,1769104
1179,27,Slovenia,7,1,2,20183,1769104
1180,28,Slovenia,7,1,1,4318,1769104
1181,29,Slovenia,8,2,2,12657,1769104
1182,30,Slovenia,8,2,1,8352,1769104
1183,31,Slovenia,8,1,2,31053,1769104
1184,32,Slovenia,8,1,1,60316,1769104
1185,33,Slovenia,9,2,2,10626,1769104
1186,34,Slovenia,9,2,1,5535,1769104
1187,35,Slovenia,9,1,2,44294,1769104
1188,36,Slovenia,9,1,1,83460,1769104
1189,37,Slovenia,10,2,2,13194,1769104
1190,38,Slovenia,10,2,1,2772,1769104
1191,39,Slovenia,10,1,2,66902,1769104
1192,40,Slovenia,10,1,1,62555,1769104
1193,41,Slovenia,11,2,2,61687,1769104
1194,42,Slovenia,11,2,1,11547,1769104
1195,43,Slovenia,11,1,2,41366,1769104
1196,44,Slovenia,11,1,1,33546,1769104
1197,45,Slovenia,12,2,2,201717,1769104
1198,46,Slovenia,12,2,1,42388,1769104
1199,47,Slovenia,12,1,2,4998,1769104
1200,48,Slovenia,12,1,1,2268,1769104
1201,1,Spain,1,2,2,1592836,40294810
1202,2,Spain,1,2,1,123660,40294810
1203,3,Spain,1,1,2,406217,40294810
1204,4,Spain,1,1,1,151464,40294810
1205,5,Spain,2,2,2,411958,40294810
1206,6,Spain,2,2,1,198989,40294810
1207,7,Spain,2,1,2,1071956,40294810
1208,8,Spain,2,1,1,956379,40294810
1209,9,Spain,3,2,2,357574,40294810
1210,10,Spain,3,2,1,138208,40294810
1211,11,Spain,3,1,2,1627668,40294810
1212,12,Spain,3,1,1,1282808,40294810
1213,13,Spain,4,2,2,501243,40294810
1214,14,Spain,4,2,1,131463,40294810
1215,15,Spain,4,1,2,1907389,40294810
1216,16,Spain,4,1,1,1324370,40294810
1217,17,Spain,5,2,2,925039,40294810
1218,18,Spain,5,2,1,242728,40294810
1219,19,Spain,5,1,2,1310024,40294810
1220,20,Spain,5,1,1,746726,40294810
1221,21,Spain,6,2,2,3109063,40294810
1222,22,Spain,6,2,1,864645,40294810
1223,23,Spain,6,1,2,86104,40294810
1224,24,Spain,6,1,1,89334,40294810
1225,25,Spain,7,2,2,1519866,40294810
1226,26,Spain,7,2,1,157584,40294810
1227,27,Spain,7,1,2,269602,40294810
1228,28,Spain,7,1,1,185908,40294810
1229,29,Spain,8,2,2,439177,40294810
1230,30,Spain,8,2,1,328658,40294810
1231,31,Spain,8,1,2,701589,40294810
1232,32,Spain,8,1,1,1119277,40294810
1233,33,Spain,9,2,2,600265,40294810
1234,34,Spain,9,2,1,281627,40294810
1235,35,Spain,9,1,2,1064742,40294810
1236,36,Spain,9,1,1,1484925,40294810
1237,37,Spain,10,2,2,847809,40294810
1238,38,Spain,10,2,1,292110,40294810
1239,39,Spain,10,1,2,1302651,40294810
1240,40,Spain,10,1,1,1399328,40294810
1241,41,Spain,11,2,2,1339159,40294810
1242,42,Spain,11,2,1,322803,40294810
1243,43,Spain,11,1,2,997105,40294810
1244,44,Spain,11,1,1,705295,40294810
1245,45,Spain,12,2,2,4598783,40294810
1246,46,Spain,12,2,1,638139,40294810
1247,47,Spain,12,1,2,81210,40294810
1248,48,Spain,12,1,1,59352,40294810
1249,1,Sweden,1,2,2,286164,8490912
1250,2,Sweden,1,2,1,11999,8490912
1251,3,Sweden,1,1,2,228544,8490912
1252,4,Sweden,1,1,1,22093,8490912
1253,5,Sweden,2,2,2,72663,8490912
1254,6,Sweden,2,2,1,33388,8490912
1255,7,Sweden,2,1,2,366993,8490912
1256,8,Sweden,2,1,1,273440,8490912
1257,9,Sweden,3,2,2,41743,8490912
1258,10,Sweden,3,2,1,19703,8490912
1259,11,Sweden,3,1,2,303888,8490912
1260,12,Sweden,3,1,1,308536,8490912
1261,13,Sweden,4,2,2,44980,8490912
1262,14,Sweden,4,2,1,15786,8490912
1263,15,Sweden,4,1,2,366121,8490912
1264,16,Sweden,4,1,1,244515,8490912
1265,17,Sweden,5,2,2,102079,8490912
1266,18,Sweden,5,2,1,28453,8490912
1267,19,Sweden,5,1,2,342555,8490912
1268,20,Sweden,5,1,1,148162,8490912
1269,21,Sweden,6,2,2,611585,8490912
1270,22,Sweden,6,2,1,209693,8490912
1271,23,Sweden,6,1,2,103998,8490912
1272,24,Sweden,6,1,1,64562,8490912
1273,25,Sweden,7,2,2,270490,8490912
1274,26,Sweden,7,2,1,11847,8490912
1275,27,Sweden,7,1,2,185050,8490912
1276,28,Sweden,7,1,1,30687,8490912
1277,29,Sweden,8,2,2,92558,8490912
1278,30,Sweden,8,2,1,54363,8490912
1279,31,Sweden,8,1,2,199210,8490912
1280,32,Sweden,8,1,1,361507,8490912
1281,33,Sweden,9,2,2,61680,8490912
1282,34,Sweden,9,2,1,37950,8490912
1283,35,Sweden,9,1,2,169178,8490912
1284,36,Sweden,9,1,1,372184,8490912
1285,37,Sweden,10,2,2,62711,8490912
1286,38,Sweden,10,2,1,23790,8490912
1287,39,Sweden,10,1,2,244813,8490912
1288,40,Sweden,10,1,1,321122,8490912
1289,41,Sweden,11,2,2,118234,8490912
1290,42,Sweden,11,2,1,38511,8490912
1291,43,Sweden,11,1,2,239144,8490912
1292,44,Sweden,11,1,1,215309,8490912
1293,45,Sweden,12,2,2,676529,8490912
1294,46,Sweden,12,2,1,342739,8490912
1295,47,Sweden,12,1,2,54599,8490912
1296,48,Sweden,12,1,1,55060,8490912
